diatessaron_section	diatessaron_verse	gospel_book	gospel_chapter	gospel_verse	text_snippet
24	23	Mark	9	13	"wished, even as it is written of him. Even Mt. 17 la*"" so the Son of man is going to suffer from"
24	24	Mark	9	13	them. Then understood the disciples, that he had spoken unto them of John the Baptist.
24	25	Mark	9	14	And on the day whereon they came down from the mountain, there met him a multitude of many men, standing with his disciples; and the scribes were discussing
24	26	Mark	9	15	"with them. And when the men saw Jesus, evidently due to Tatian, this would imply that the first epistle of S. John was known to him. "" Or, Matt xvii. 10». * Or, ""put in order."" JJ 938 Mt."
24	27	Luke	13	31	In that very day there came certain of the Pharisees, saying to hitn, Get thee out, and go hence: for Herod seeketh to
24	28	Luke	13	32	kill thee. Jesus saith unto them. Go, and say to that fox. Behold, I cast out devils and perform cures to-day and to-morrow, and the third day I shall be perfected.
24	29	Luke	13	32	Howbeit I must be careful to-day and to- „ JiZ morrow, and depart the day following : for a prophet cannot perish outside Jerusalem.
24	30	Luke	13	32	And after that a man from the multitude came to him, and falling on his knees, said unto him, I beseech thee, Lord, look upon
24	32	Luke	13	32	Cometh lunatic, and feeleth HI.* And where- soever it falleth in with him, it dasheth him down : and he foameth, and grindeth with
24	33	Luke	9	39	"his teeth, and trembleth. And oft-times it Mt. 17 1 5"""" casteth him into the water and iato the fire to destroy him : and it hardly departeth"
24	34	Matt	17	16	from him after it hath torn him. And I brought him to thy disciples, and they could
24	35	Matt	17	17	not cure him. Jesus answered, and said, faithless and perverse generation, how long shall I be with you ? and how long shall I
24	36	Mark	9	20	bear with you ? bring thy son hither. And he brought him unto him : and when he saw him, straightway the spirit struck him ; and faUing on the ground, he raged and
24	37	Mark	9	21	foamed. And Jesus asked his father, How long time is it during which he Trnth been
24	38	Mark	9	21	now : but wherein thou canst, Lord, help me, Mk. 9 2 2*
24	39	Mark	9	23	and have compassion on me. Jesus saith unto him, If thou canst believe: then all thiags are possible to him that believeth.
24	40	Mark	9	24	And straightway, weeping, the father of the child cried out, saying, I believe, Lord ; help
24	41	Mark	9	25	thou my lack of faith. And when Jesus saw a running together of men, and their assembling together at the cry, he rebuked the unclean spirit, saying unto him, Thou deaf spirit which speakest not, I co
24	42	Mark	9	26	into him. And the spirit the devil, crying out much, and rending him, went out : and the child fell as dead; and many thought
24	43	Luke	9	42	that he was dead. But Jesus took hirh by the hand, and raised him up, and gave him
24	44	Luke	9	43	to his father : and the boy was cured from Mt. 17:8 that hour. And they were all astonished at the greatness of God.
24	45	Mark	9	28	And when Jesus had entered into the house, his disciples came near, and question- ing him between themselves and him, they said unto him. Why could not we cure him?
24	46	Matt	17	20	Jesus said unto them. Because of your lack of faith : verily I say unto you. If ye have faith as a grain of mustard seed, ye shall say unto this mountain, Eemove hence ; and it shall remove ; and noth
24	47	Mark	9	29	stand you: for this kind can be cast out by nothing, save by fasting and prayer.
24	48	Mark	9	30	And when he had gone forth from thence, they passed through Galilee ; and he was unwilling that any man should know about
24	49	Luke	9	44	"him. And  he taught his disciples, and said unto them, Keep ye these sayings in your that Jesus did."""
24	50	Luke	9	44	ears and hearts. For the Son of man shall Mk. 931 be delivered up into the hands of men, and they shall kill him ; and when he is killed,
24	51	Luke	9	45	he shall rise again on the third day. But they knew not the word, which he said unto them, for it was hidden from them, that they should not understand it: and they were afraid to ask him about this m
24	52	Matt	17	23	And they were exceeding sorry.
25	1	Luke	9	46	In that day this questioning arose among the disciples, for they said, Who of them
25	2	Luke	9	46	was the greater ? And when they were Mk. 933 come to Capernaum, and had entered into the house, Jesus saith unto them. What were ye reasoning among yourselves in the
25	3	Luke	9	34	way ? But they held their peace, since they had reasoned about this.
25	4	Matt	17	24	And when Simon was gone outside, they that received the didrachma  of the tribute, came to Cephas, and said unto him, Doth
25	5	Matt	17	25	not your master pay the didrachma ?  He saith unto them. Certainly. And when Cephas had entered into the house, Jesus anticipated him, saying unto him. What thinkest thou, Simon ? the kings of the ear
25	6	Matt	17	26	Simon said unto him, From strangers. Jesus said unto him. Therefore the sons are free. Simon saith unto him. Yea. Jesus said unto him. Give thou also unto them as if a
25	7	Matt	17	27	stranger. And lest it should distress them, go thou to the sea, and cast a hook ; and when thou hast opened the mouth of the fish that first cometh up, thou shalt find a stater: that take, and give it
25	8	Matt	18	1	"In that hour came the disciples unto Jesus, and said unto him. Who, think you,  Lit. ""two dirhems.""  Found in Cote Algerinae Peckover. is the greater in the kingdom of the"
25	9	Mark	9	36	heavens ? But Jesus, knowiag the reason- ings of their heart, called a child, and set him m the midst : and taking him into his
25	10	Matt	18	3	arms, he said unto them. Verily I say unto you. Except ye turn, and become as little children, ye shall not enter into the kingdom
25	11	Mark	9	37	of the heavens. Whosoever receiveth one like this child in my name, receiveth me : and whosoever receiveth me, receiveth not
25	13	Matt	18	6	But whosoever causeth one of these little ones which believe in me, to stumble, it were better for him if a great millstone should be hanged about his neck, and he should be sunk into the depth of the
25	14	Luke	9	49	John answered, and said, Teacher, we saw some one casting out devils in thy name; and we forbade him, because he foUoweth
25	15	Mark	9	39	thee not with us. Jesus saith unto them, Forbid him not : for there is no man that doeth mighty works in my name, and is able
25	16	Luke	9	50	quickly to speak evil of me. Everyone that
25	17	Matt	18	7	is not against you is with you. Woe unto the world because of strifes !  but woe to that man through whom the strife cometh !
25	19	Mark	9	44	for ever, where their worm dieth not, and
25	20	Matt	18	9	"their fire is not quenched. And if thine eye inserts before the missing part, "" It must needs be that good come, and blessed be he by whom it cometh."" It seems probable that some one struck out this l"
25	21	Mark	9	47	from thee : for it is better for thee to enter into the kingdom of God with one eye, than having two eyes to fall into the fire of
25	22	Mark	9	48	Gehenna, where their worm dieth not, and
25	23	Mark	9	49	their fire is not quenched. Everyone shall be salted with fire ; and every sacrifice shall
25	24	Luke	14	34	be salted with salt. How good is salt ! but if even the salt have lost its savour,
25	25	Luke	14	35	wherein shall it be salted ? It is fit neither for the land nor for the dung ; but it is cast out. He that hath ears to hear, let him
25	26	Luke	14	35	hear. Let there be salt in yourselves, and Mk. 9 50° be ye at peace one vdth another.
25	27	Luke	10	1	And he arose  from thence, and came into the borders of Judaea beyond Jordan : and great multitudes came unto him thither, and he healed them ; and, as he had been wont,
25	28	Luke	10	2	he taught them again. And there came unto him Pharisees, to tempt him, and say imto him. Is it lawful for a man to put
25	29	Luke	10	3	away his wife? He said. What did Moses
25	30	Luke	10	4	command you? They said, Moses gave us permission that, if any man wished, he might write a certificate of divorcement, and put
25	31	Matt	19	4	away his wife. Jesus answered, and said unto them. Have ye not read this. He which made them from the beginning, made them
25	32	Matt	19	5	male and female, and said. For this cause shall a man leave his father and mother, and shall cleave to his wife ; and they both shall
25	33	Matt	19	6	be one body? So that now they are not two, but one body. What therefore God hath joined together, let not man put
25	34	Matt	19	7	asunder. The Pharisees said unto him. Why did Moses consent that a certificate of
25	35	Matt	19	8	be put away? Jesus saith unto them, Moses for the hardness of your heart gave you permission to put away your wives : but in
25	36	Matt	19	9	the beginning it was not so. I say unto you. Whosoever shall put away his wife without fornication, and shall marry another,
25	37	Mark	10	10	exposeth her to adultery. And when he had entered into the house, his disciples asked
25	38	Mark	10	11	him also about the same thing. And he saith unto them. Whosoever shall put away his wife, and marry another, exposeth her
25	39	Mark	10	12	"to adultery : and if a woman shall put away her husbsuid, and marry another, she com- mitteth adulteiy : and whosoever manieth her Mt 19 q""* when she is put away, committeth adultery."
25	40	Mark	10	10	His disciples said unto him. If between a husband and a wife there is such blame, it is not expedient for a man to marry a wife.
25	41	Mark	10	11	He said unto them. All men do not endure this saying, but he to whom it was given.
25	42	Mark	10	12	There are eunuchs, which were so bom from their mothers womb : and there are eunuchs, which were made so by men : and there £ure eunuchs, which made themselves eunuchs for the sake of the kingdom of t
25	43	Mark	10	13	Then were there brought unto him little childi-en, that he should lay his hand on them, and pray: and the disciples rebuked
25	44	Mark	10	14	those that were bringing them. When Jesus saw it, it grieved him, and he saith unto them. Suffer the little children to come unto me, and forbid them not : for of such is the
25	45	Mark	10	15	kingdom of Grod. Yeiily I say imto you, Whosoever shall not receive the kingdom of Grod as this little child, he shall not enter
25	46	Mark	10	16	"into it And he took them up into his arms, and blessed them, laying his hand upon them.  Or, "" content"""
26	1	Mark	10	16	And the publicans and sinners drew near Lu. 15 i
26	2	Mark	10	2	unto him, to hear his word. And the scribes and Pharisees murmured, saying. This man receiveth sinners, and eateth with them.
26	3	Mark	10	3	And Jesus, when he had perceived their murmuring, said unto them this parable,
26	4	Mark	10	4	What man of you that hath a hundred sheep, if one of them wander, doth not leave the ninety and nine in the wilderness, and go and seek the straying one, until he find it ?
26	5	Mark	10	4	Verily I say unto you. When he findeth it, Mt. 1 8 1 3 he rejoiceth over it more than over the ninety
26	6	Luke	15	6	and nine which did not go astray. And he layeth it on his shoulders, and bringing it home, he caUeth together his friends and neighbours, saying unto them, Eejoice with me, for I have found my strayin
26	7	Luke	15	6	Even so your Father, which is in the heavens, Mt. 1 8 14 willeth not that one of these little ones should perish, whom after erring he caUeth
26	8	Luke	15	7	to repentance. I say unto you, that even so there shall be joy in heaven over one sinner that repenteth,more than over ninety and nine righteous persons, which need no repentance.
26	9	Luke	15	8	And what woman having ten drachmas, and losing one of them, doth not light a lamp, and sweep the house, and seek it dili-
26	10	Luke	15	9	gently until she find it ? And when she findeth it, she calleth together her friends and neighbours, saying unto them, Eejoice with me, for I have found my drachma,
26	11	Luke	15	10	which was lost. I say unto you, that even so there shall be joy in the presence of the angels of God over one sinner that repenteth, more than over ninety and nine righteous persons, which need no rep
26	12	Matt	18	34	servant, even as I had mercy on thee ? And his lord was wroth, and dehvered him to the tormentors, till he should pay everything
26	13	Matt	18	35	that he owed. So shall also my Father which is in heaven do imto you, if a man forgive not his brother from his heart his trespasses.
26	14	Luke	15	13	And after a few days the yoimger son gathered all together that belonged to him, and took his journey into a far country : and there he squandered his substance in hving
26	15	Luke	15	14	extravagantly. And when he had spent all, there arose a mighty famine in that coimtry,
26	18	Luke	17	17	standeth. And if he hear not even them, tell it unto the church : and if he hear not the church also, let him be unto thee as a
26	19	Luke	17	18	pubhcan and a heathen. Verily I say unto THE DIATESSARON. 1 51 you, What things soever ye shall bind on earth shall be bound in heaven : and what- soever ye loose on earth shall be loosed in
26	20	Luke	15	18	I am not worthy now to be called thy son: ,, 19
26	22	Luke	15	21	on his neck, and kissed him. And his son said unto him, My father, I have sinned against heaven, and in thy sight : and I am
26	23	Luke	15	22	not worthy to be called thy son. His father said to his servants. Bring forth the best robe, and put it on him ; and put a ring on his hand, and with shoes clothe his feet:
26	24	Luke	15	23	and bring the fatted calf, and kill it, that we
26	25	Luke	15	24	may eat, and make merry: for this my son was dead, and is ahve ; he was lost, and is
26	27	Luke	15	26	sound of the singing of many. And he called one of the lads, and asked him, What
26	28	Luke	15	27	is this? He said unto him, Thy brother hath arrived ; and thy father hath killed the fatted calf, because he hath found him well.
26	29	Luke	15	28	And he was angry, and would not go in: and his father came out, and intreated him
26	30	Luke	15	29	to enter. But he said to his father, So many years do I serve thee as a slave ; and I never transgressed thy commandment : and yet thou never gavest me a kid, that I might feast
26	31	Luke	15	30	with my friends : and after this thy son came, having squandered thy substance with harlots, thou Mlledst for him the fatted
26	32	Luke	15	31	calf. His father said unto him, My son, thou art ever with me, and all mine is
26	33	Luke	15	32	thine. But it was meet to rejoice and to feast, since this thy brother, that was dead, is now alive : and tJiat was lost, hath been found.
26	34	Luke	16	1	And he spake a parable unto his disciples, There was a certain rich man, and he had a steward, and he was denounced unto him,
26	35	Luke	16	2	that he had wasted his substance. His lord therefore called him, and saith unto him, What is this that I hear of thee ? give me the account of thy stewardship; for now thou
26	36	Luke	16	3	wilt not be able to be my steward. The steward saith within himself. What shall I do, seeing that my lord taketh away the stewardship from me ? I cannot dig ; and
26	37	Luke	16	4	to beg I am ashamed. I know what I will do, that when I am put out of the steward- ship, they may receive me into their houses.
26	38	Luke	16	5	Therefore calling unto him each one of his lords debtors, he said unto the first. How
26	40	Luke	16	7	write quickly fifty jars. And he said to the next, but how much owest thou unto my lord? He said unto him, A hundred cors of wheat. He said unto him. Take thy account, sit down and write fourscore cor
26	41	Luke	16	8	And his lord commended the steward of unrighteousness, because he had done a wise deed : for the sons of this world are in their own generation wiser than the sons of the
26	42	Luke	16	9	light. And I say unto you. Make to your- selves friends from the money of. this un- righteousness ; that, when it shall fail, they may receive you into the eternal tabernacles.
26	43	Luke	16	10	He that is faithful over a little is faithful also in much : and he that is unrighteous over a little is unrighteous also in much.
26	44	Luke	16	11	If therefore ye have not been faithful in the unrighteous money, who wiU commit to your
26	45	Matt	18	23	trust the true? If therefore ye have not been found faithful in that which is not your own, who will give you what is your own ? 27* 1 Therefore have I likened the kingdom of the heavens unto a certai
27	1	John	7	1	"Ciasca adds another "" seven times."" The Peschito adds "" and seven times."" Ephraem has ! seventy times seven seven times."""
27	2	John	7	1	"Addai alludes to this, saying, "" Let your solicitude for the young lambs be great, for their angels behold the face of the invisible Father."""
27	3	John	7	1	5 Jerusalem ? Nay : verily I say unto you. Except ye all repent, ye also shall perish even as they.
27	20	Matt	18	19	heaven. Again I say unto you, If two of you shall agree on earth to ask anything, it shall be done for them by my Father which
27	21	Matt	18	20	is in heaven. For where two or three are gathered together in my name, there am I
27	22	Matt	18	21	in the midst of them. Then Cephas came near, and said unto him, Lord, how often, if my brother sin against me, shall I forgive
27	23	Matt	18	22	him? until seven times? Jesus said unto him, I say not unto thee. Until seven times ;
27	24	Luke	12	47	but, Until seventy times seven times. For the servant, which knew his Lords wiE, and prepared not for him according to his will,
27	25	Luke	12	48	shall be punished much; but he that knew not, and did something worthy of punish- ment, shall be punished little. And every one, to whom much is given, of him shall much be required: and &mry one,, to
27	26	Luke	12	49	I came to cast fire upon the earth ; and I could wish that it were already kindled.
27	27	Luke	12	50	And I have a baptism to be baptized with; and I am much straitened till it be ac- complished.
27	28	Matt	18	10	See that ye despise not one of these little ones, which believe in me ; verily I say unto you. Their angels  always see the face
27	29	Matt	18	10	of my father which is in heaven. The Son „ II of man came to save that which was lost.
27	30	John	7	1	And after these things Jesus walked in Grahlee : for he would not walk in Judaea, because the Jews sought to kill him.
27	31	John	7	1	Now there came some which told him of Lu. 13 the Galilaeans, whose blood Pilate mingled
27	32	John	7	1	with their sacrifices. Jesus answered, and said-unto them, Think ye that these Galilaeans were sinners more than all the Galilaeans, so
27	33	John	7	1	that this happened unto them ? Nay: yerily I say unto you. Except ye also all repent,
27	34	John	7	1	ye shall in Hke manner perish. Or those eighteen, upon whom the tower in SiLoam feU, and killed <Aem, think ye that they were guilty more than all the men that dwell in
27	36	John	7	1	And he spake this parable unto them, A certain man had a fig-tree planted in his vineyard ; and he came seeking fruit thereon,
27	37	John	7	1	and found none. And he said unto the husbandman. Behold, for three years T come seeking fruit on this fig-tree, and find none : cut it down ; why doth it leave the ground
27	38	John	7	1	unoccupied? The husbandman said imto him. Sir, let it alone this year also, that I
27	39	John	7	1	may dig about it, and dung it : and if indeed it bear fruit, well : but if not, next year cut it down.
27	40	John	7	1	And when Jesus was teaching on the „ lO
27	41	John	7	1	sabbath day in a certain synagogue, there was „ II a woman there, which had a spirit of infirmity eighteen years ; and she was bowed together,
27	42	John	7	12	and could not raise herself up. And when Jesus saw her, he called her, and saith unto her, woman, be set free from thine in-
27	43	John	7	13	firmity. And he laid his hand upon her : and immediately she was raised up, and glorified
27	44	John	7	14	God. The ruler of the synagogue, being moved with indignation because Jesus had healed on the sabbath, answered and said to  This passage seems correctly put before leaving GalUee for the Feast of Tab
27	45	Luke	13	15	sabbath. But Jesus answering saith unto him. Ye hypocrites, doth not each one of you on the sabbath day loose his ox or his ass from the stall, and go away to give him
27	46	Luke	13	16	water? Ought not this woman, that is a daughter of Abraham, and whom Satan hath bound for eighteen years, to have been loosed from this bond on the day of the sabbath ?
27	47	Luke	13	17	And as he said this, all his adversaries standing by were put to shame : and aU the people rejoiced in all the marvellous things that were done by him.
28	1	John	7	2	At that time the Jews feast of Taber-
28	2	John	7	3	nacles was at hand. And the brethren of Jesus said unto him. Depart hence, and go into Judaea, that thy disciples may see the
28	3	John	7	4	works which thou doest. Surely no man doeth anything in secret, and wisheth to be known openly. If thou doest this, manifest
28	4	John	7	5	thyself to the world. For until this time even the brethren of Jesus did not believe in him.
28	5	John	7	6	Jesus said unto them. My time is not yet
28	6	John	7	7	come ; but your time is always ready. The world cannot hate you; but me it hateth, because I bear witness of it, that its works
28	7	John	7	8	are evil. Go ye up unto this feast : but I go not up now unto this feast, because my
28	8	John	7	9	time is not yet accomplished. He said this, and remained in Galilee.
28	9	Matt	19	1	But when his brethren were gone up unto „ lO* the feast, he removed from Galilee, and came into the borders of Judaea beyond Jordan ;
28	10	Matt	19	2	and great multitudes followed him; and he
28	11	Matt	19	2	"healed them all there. And he departed, Jn. 7 lO*"" and went to the feast, not openly, but like"
28	14	Matt	1	13	the people astray. Howbeit no man spake an open word concerning him for fear of the Jews.
28	15	Matt	1	14	But when the days of the feast of Taber- nacles were now dividing in half, Jesus went
28	19	Matt	1	18	1 speak from myself. He that speaketh from himself, seeketh glory for himself : but he that seeketh glory for him that sent him, is true, and unrighteousness is not found in
28	20	Matt	1	19	his heart. Did not Moses give you the law, and no one of you keepeth the law ?
28	21	Matt	1	20	Why do ye seek to kill me ? The multitude answered, and said unto him, Thou hast a
28	22	Matt	1	21	devil: who seeketh to kill thee? Jesus answered, and said unto them, I did one work, and ye all marvel because of this.
28	23	Matt	1	22	Moses hath given you circumcision (not that it is of Moses but of the fathers) ; and
28	24	Matt	1	23	on the sabbath ye circumcise a man. And if a man is circumcised on the day of the sabbath, so that the law  of Moses may not be broken ; are ye wroth with me because I made an entire man whole on the 
28	25	Matt	1	24	sabbath? Judge not according to appear- ance, but give a righteous decision.
28	26	Matt	1	25	"And some out of Jerusalem said. Is not  Arabic, "" sunna."""
28	27	John	7	26	this he whom they seek to kill? And lo, he speaketh openly to them, and they say nothing unto him. Think you, that our elders know that this man is really the
28	28	John	7	27	Messiah? But this man is known whence he is: now when the Messiah cometh, no
28	29	John	7	28	man will know whence he is. But Jesus lifting up his voice, while he was teaching in the temple, said, Ye both know me, and know whence I am ; and I am not come of myself, but he that sent me is true,
28	30	John	7	29	ye know not. But I know him; because I
28	32	John	7	30	yet come. But of the multitude many ,} 31 believed in him; and they said. Will the Messiah when he cometh, do more signs than those which this man doeth ?
28	33	Luke	12	13	And a certain man out of that multi- tude said unto the Lord, Teacher, tell my brother to divide the inheritance with me.
28	34	Luke	12	14	Jesus said luito him, Man, who appointed
28	35	Luke	12	15	me a judge and a divider over you ? And he said unto his disciples. Beware of every evU: for life consisteth not in the abund-
28	37	Luke	12	17	man brought forth abundant fruits : and he reasoned within himself, saying, What shall I do, because I have not a place where I can
28	39	Luke	12	19	and my goods. And I will say to my soul, * Repeated xxxiv. 48.  This passage seems to have been asserted here on account of its similarity of subject with what follows at ver. 42, etc. It is thus made
28	40	Luke	12	20	thyself. God said unto him, destitute of understanding, this night thy soul shall be taken away from thee ; and the things which thou hast prepared, whose shall they be ?
28	41	Luke	12	21	So is he that layeth up treasures for himself, and is not rich toward God.
28	42	Luke	12	21	And when Jesus had walked on his way, Mk. 17 there came near  to him a young man of the rulers, and fell upon his knees, and asked him, saying. Good Teacher, what shall I do
28	43	Luke	12	18	that I may have eternal life? Jesus said unto him, Why callest thou me good ? whereas there is none good save one, even
28	44	Matt	19	17	God. Thou knowest the commandments : * if thou desirest to enter into life, keep the
28	45	Matt	19	18	commandments.* The young man said unto him. Which commandments ?  Jesus said
28	46	Mark	10	19	unto him. Do not commit adultery, Do not steal. Do not kill. Do not speak false wit- ness. Do not defraud, Honour thy father and thy mother, and, Love thy neighbour as Mt. 19 \<
28	47	Mark	10	20	thyself. The young man said unto him, All these things have I guarded from my youth :
28	48	Mark	10	21	what is ihere then that I lack ? And Jesus looking upon him loved him, and said unto
28	49	Matt	19	21	him, If thou desirest to be perfect, one thing thou lackest, go away, sell all that thou hast, and give to the poor, and thou shalt have treasure in heaven : and take up
28	50	Matt	19	22	thy cross, and follow me. At this word the young man frowned, and he went away
28	51	Mark	10	23	sad; for he was very rich. And Jesus -j a* seeing his sadness, looked towards his dis- ciples, and saith unto them, How difficult it is for them that have riches to enter into the kingdom of God !
29	1	Mark	10	23	Verily I say unto you. It is difficult for Mt. \ 2- a rich man to enter into the kingdom of
29	2	Mark	10	24	heaven. And again I say unto you, It is easier for a camel to press through the eye of a needle, than for a rich man to enter
29	3	Mark	10	24	into the kingdom of God. And the dis- ciples were amazed at these words. But Jesus answered again, and said unto them. My children, how difficult it is for them that trust in their possessions to ente
29	4	Mark	10	26	the kingdom of God. And they that heard were the more astonished, saying among themselves, being now afraid. Who, think
29	5	Mark	10	27	you, can be saved ? And Jesus looking upon them, said unto them, With men this is not possible, but with God. God can do
29	6	Luke	18	28	all things. Simon Cephas saith unto him, Lo, we have left all, and followed thee :
29	7	Luke	18	28	what then shall we have ? Jesus saith j   unto them. Verily I say unto you. Ye which have followed me, iu the new world when the Son of man shall sit on the throne of his glory, ye also shall sit upon
29	8	Mark	10	29	of Israel Verily I say unto you. There is no man that leaveth houses, or brethren, or sisters, or father, or mother, or wife, or children, or kindred, or lands, for the king- dom of Gods sake, or for 
29	9	Luke	18	30	my gospels sake, and that doth not receive twice as many in this time and in the world
29	11	Mark	10	31	lasting life. Many fhat an first shall be last ; and the last first.
29	12	Mark	10	31	And when the Pharisees had heard all Lu. 16 14 these things, because they loved riches, they
29	14	Mark	10	19	And he began to say, A certain man was rich, and was clothed in silk and purple, and
29	17	Mark	10	22	And it happened that the beggar died, and the angels carried him into Abrahams bosom : and the rich man also died, and was
29	18	Mark	10	23	buried. And while he was tormented in the lower world, he lifted up his eyes from afar off, and saw Abraham, and Lazarus ia his
29	19	Mark	10	24	bosom. And he cried with a loud voice, and said. Father Abraham, have mercy on me, and send Lazarus, that he may wet the tip of his finger with water, and moisten my tongue ; for behold, I am scorched
29	20	Mark	10	25	this flame. Abraham said unto him, My son, remember that thou receivedst good things in thy lifetime, and Lazarus his calamities : but now behold, he resteth here,
29	21	Mark	10	26	but thou art tormented. Add to all these things, that between us and you a great
29	22	Luke	16	27	He said unto him, I beseech thee therefore, my father, to send hiTn imto my fathers
29	23	Luke	16	28	house: for I have five brethren; that he may go, lest they also sin, and come into
29	24	Luke	16	29	this place of torments. Abraham saith unto him, They have Moses and the
29	25	Luke	16	30	prophets; let them hear them. He said unto him. Nay, my father Abraham : but if one of the dead go to them, they will re-
29	26	Luke	16	31	pent. Abraham saith unto him. If they hear not Moses and the prophets, not even if one of the dead rise again, wiU they believe him.
29	27	Matt	20	1	The kingdom of heaven is like unto a man that is a householder, which went out early in the morning to hire labourers into his vine-
29	28	Matt	20	2	yard. And when he had made an agreement with the labourers for a penny a day for each labourer, he sent them into his vine-
29	29	Matt	20	3	yard. And he went out about the third hour, and seeiag others standing in the
29	30	Matt	20	5	marketplace idle, he said unto them. Go ye also into my vineyard, and that which is fair 311 will give you. And they went their way. And again he went out at the sixth and ninth hour, and did likewise
29	32	Matt	20	6	And about the eleventh hour he went out, and finding others standing idle, he said unto
29	33	Matt	20	7	them. Why stand ye all the day idle ? They said unto him, Because no man hath hired us. He said unto them. Go ye also into the vineyard; and that which is fair ye shall confusing of two similar Greek 
29	34	Matt	20	8	receive. And when even was come, the lord of the vineyard said unto his overseer, Call the labourers, and pay them their hire: begin indeed from the last, and continue
29	35	Matt	20	9	until the first. And the labourers of the eleventh hour came and received every man
29	36	Matt	20	10	a penny. And when the first were come, they supposed that they were going to receive more ; but they also received every man a
29	37	Matt	20	11	penny. And when they received it, they
29	39	Matt	20	13	burden. He answered one of them, and said, Friend, I do thee no wrong : didst not thou
29	40	Matt	20	14	agree with me for a penny? Take up that which is thine, and go thy way ; but it is my will to give unto this last, even as I have
29	41	Matt	20	15	given unto thee. Either have I not a right to do what I wUl about mine own business ? or perchance is thine eye evil, because I am
29	42	Matt	20	16	good? So the last shall be first, and the first last : many are called, and few chosen.
29	43	Luke	14	1	And when Jesus entered into the house of a certain ruler of the Pharisees on a sabbath day to eat bread, they were watch-
29	44	Luke	14	2	ing him to see what he would do. And there was before him a certain man which had
29	45	Luke	14	3	the dropsy. Jesus answered, and said unto the lawyers and Pharisees, Is it lawful to
29	46	Luke	14	4	heal on the sabbath ? But they held their peace. However he took him, and healed
29	47	Luke	14	5	him, and let him go. And he said unto them. Of which of you shall a son or an ox fall into a well on a sabbath day, and he will not straightway draw him up, and give make the eleventh hour correspond 
29	48	Luke	14	6	him to drink ? And they could not answer him a word unto these things.
30	1	Luke	14	7	And he set a parable before those which were bidden there, because he saw them
30	2	Luke	14	8	choosing out the chief couches : When any one bids thee to a feast, do not go to recline in the chief place of the assembly ; lest haply a more honourable man than thou be there,
30	3	Luke	14	9	and he that bade you, come and say to thee, Give this man place; and thou be put to shame in the presence of them that stand by, and another place shall receive thee.
30	4	Luke	14	10	But when thou art bidden, go and lie down last; that when he that hath bidden thee Cometh, he may say to thee. Friend, go up higher: and thou shalt have glory in the presence of all them that are invi
30	5	Luke	14	10	thee. For everyone that exalteth himself „* 11 shall be humbled, and every one that humbleth himself shall be exalted.
30	6	Luke	14	12	And he said to him that had bidden him, When thou makest a supper or a breakfast, call not thy friends, nor thy brethren, nor thy kinsmen, nor rich neighbours ; lest haply they also bid thee, and a re
30	7	Luke	14	13	made thee. But when thou makest a feast, bid the poor, the weak, the lame, and the
30	8	Luke	14	14	blind : and thou shalt be blessed ; because they have not from whence they may recom- pense thee: that thy recompense may be made in the resurrection of the righteous.
30	9	Luke	14	15	When one of them that were bidden had heard these things, he said unto him. Blessed is he that shall eat bread in the kingdom of God.
30	10	Luke	14	15	Jesus answering again in parables, said, Mt. 22 i the two parables of S. Matthew and S. Luke. The position he assigns to the result is not at variance with S. Luke, but is earlier than S. Matthew plac
30	11	Matt	22	2	The kingdom of the heavens is likened unto a certain king, which made a feast for his son, and prepared a great banquet, and
30	14	Matt	22	19	thee, let me go, for I am excused. And another said, I have bought five yoke of oxen, and I go to look at them : I beseech
30	15	Matt	22	20	thee to let me go, for I am excused. And another said, I have married a wife, and therefore I cannot come.
30	16	Matt	22	4	Again the king sent forth other servants, saying, Tell them that are bidden, My feast is prepared: my oxen and my fatlings are killed, and all things are ready : come to
30	17	Matt	22	5	the banquet. But they disregarded it, and went their ways, one to his farm, and an-
30	19	Luke	14	21	shamefully, and killed them. And one of the servants came, and told his lord that
30	20	Matt	22	7	which had happened. But the king, when he heard it, was wroth ; and he sent his armies, and they destroyed those murderers,
30	21	Matt	22	8	and burned their cities. Then saith he to his servants. The banquet is ready ; and they
30	22	Luke	14	21	that were bidden were not worthy. Go out quickly into the streets and lanes of the city, and bring in hither the poor and sick and lame and blind. And the servants did as
30	23	Luke	14	22	the king had commanded them; and they came, and said unto him. Lord, we have done whatsoever thou didst command, and yet b
30	24	Matt	22	24	there is room here. And the lord said unto his servants. Go out into the highways and lanes and wider roads, and whomsoever ye shall find, invite to the banquet, and con- Lu. 14 strain them to come in
30	26	Matt	22	10	my breakfast. And the servants went out into the highways, and gathered together all that they found, good and bad: and the banqueting house was filled with those re-
30	27	Matt	22	11	dining. But when the king came in to see those reclining, he saw there a man not
30	28	Matt	22	11	clothed in a wedding-garment : and he saith „ 1 2. unto him, Friend, how earnest thou in hither not having a wedding-gai-ment ? And he
30	29	Matt	22	13	was speechless. Then the king said to the attendants. Bind his hands and feet, and cast him out into the outer darkness ; there shall be the weeping and gnashing of teeth.
30	30	Matt	22	14	Many are called, and few chosen.
30	33	Matt	22	13	which stood afar off: and they hfted up their ciy, saying, Jesus, Master, have mercy
30	34	Matt	22	14	on us. And when he saw them, he said unto them, Go and shew yourselves unto the priests. And when they went, they wei-e
